Time (ns),Variation (uJ)
"564478902000.0","2416.0249999999996"
"565479734000.0","2388.8"
"566480580000.0","2389.4"
"567481481750.0","2389.35"
"568482183000.0","2389.25"
"569483084250.0","2388.85"
"570484780000.0","2390.675"
"571485620250.0","2388.825"
"572486510750.0","2388.875"
"573487255000.0","2388.6"
"574488148000.0","2388.725"
"575488978500.0","2388.925"
"576489699250.0","2388.85"
"577490648000.0","2389.625"
"578491417500.0","2393.475"
"579492297500.0","2393.4249999999997"
"580493083250.0","2416.875"
"581493893250.0","2400.1"
"582494856500.0","2395.975"
"583495617250.0","2396.525"
"584496536500.0","2397.125"
"585497373250.0","2396.375"
"586498235000.0","2395.5499999999997"
"587499172750.0","2395.825"
"588499940500.0","2395.275"
"589500810500.0","2393.125"
"590501651000.0","2391.275"
"591502485000.0","2388.7"
"592503308250.0","2390.625"
"593504034750.0","2391.6"
"594504979250.0","2391.25"
"595505749000.0","2392.575"
"596506592750.0","2413.3999999999996"
"597507460500.0","2403.625"
"598508197250.0","2394.5"
"599509079000.0","2394.575"
"600510011500.0","2393.975"
